// UnitPowerId,UnitId,Lv,ParamHp,ParamStr,ParamVit,ParamInt,Exp
1367,10000211,10,8550,709,105,507,95
1368,10000211,99,97200,4838,594,2880,540
1369,10000211,999,907200,45158,5544,26880,5040
1370,10000310,1,2970,325,36,267,50
1371,10000310,10,9405,760,114,507,95
1372,10000310,99,106920,5184,648,2880,540
1373,10000310,999,997920,48384,6048,26880,5040
1374,10030010,1,2160,325,30,267,50
1375,10030010,10,6840,760,95,507,95
1376,10030010,99,77760,5184,540,2880,540
1377,10030010,999,725760,48384,5040,26880,5040
1378,10030110,1,2160,325,30,267,50
1379,10030110,10,6840,760,95,507,95
1380,10030110,99,77760,5184,540,2880,540
1381,10030110,999,725760,48384,5040,26880,5040
1382,10030310,1,2160,325,30,267,50
1383,10030310,10,6840,760,95,507,95
1384,10030310,99,77760,5184,540,2880,540
1385,10030310,999,725760,48384,5040,26880,5040
1386,10050010,1,2700,325,30,267,50
1387,10050010,10,8550,760,95,507,95
1388,10050010,99,97200,5184,540,2880,540
1389,10050010,999,907200,48384,5040,26880,5040
1390,10050110,1,2700,325,30,267,50
1391,10050110,10,8550,760,95,507,95
1392,10050110,99,97200,5184,540,2880,540
1393,10050110,999,907200,48384,5040,26880,5040
1394,10050210,1,2700,325,30,267,50
1395,10050210,10,8550,760,95,507,95
1396,10050210,99,97200,5184,540,2880,540
1397,10050210,999,907200,48384,5040,26880,5040
1398,10050310,1,2700,325,30,267,50
1399,10050310,10,8550,760,95,507,95
1400,10050310,99,97200,5184,540,2880,540
1401,10050310,999,907200,48384,5040,26880,5040
1402,10050410,1,2700,325,30,267,50
1403,10050410,10,8550,760,95,507,95
1404,10050410,99,97200,5184,540,2880,540
1405,10050410,999,907200,48384,5040,26880,5040
1406,10060010,1,2700,325,30,267,50
1407,10060010,10,8550,760,95,507,95
1408,10060010,99,97200,5184,540,2880,540
1409,10060010,999,907200,48384,5040,26880,5040
1410,10060110,1,2700,325,30,267,50
1411,10060110,10,8550,760,95,507,95
1412,10060110,99,97200,5184,540,2880,540
1413,10060110,999,907200,48384,5040,26880,5040
1414,10060210,1,2700,325,30,267,50
1415,10060210,10,8550,760,95,507,95
1416,10060210,99,97200,5184,540,2880,540
1417,10060210,999,907200,48384,5040,26880,5040
1418,10060310,1,2700,325,30,267,50
1419,10060310,10,8550,760,95,507,95
1420,10060310,99,97200,5184,540,2880,540
1421,10060310,999,907200,48384,5040,26880,5040
1422,10060410,1,2700,325,30,267,50
1423,10060410,10,8550,760,95,507,95
1424,10060410,99,97200,5184,540,2880,540
1425,10060410,999,907200,48384,5040,26880,5040
1426,10070010,1,2160,325,36,267,50
1427,10070010,10,6840,760,114,507,95
1428,10070010,99,77760,5184,648,2880,540
1429,10070010,999,725760,48384,6048,26880,5040
1430,10070110,1,2160,325,36,267,50
1431,10070110,10,6840,760,114,507,95
1432,10070110,99,77760,5184,648,2880,540
1433,10070110,999,725760,48384,6048,26880,5040
1434,10070210,1,2160,325,36,267,50
1435,10070210,10,6840,760,114,507,95
1436,10070210,99,77760,5184,648,2880,540
1437,10070210,999,725760,48384,6048,26880,5040
1438,10070310,1,2160,325,36,267,50
1439,10070310,10,6840,760,114,507,95
1440,10070310,99,77760,5184,648,2880,540
1441,10070310,999,725760,48384,6048,26880,5040
1442,10080010,1,3240,325,21,267,50
1443,10080010,10,10260,760,67,507,95
1444,10080010,99,116640,5184,378,2880,540
1445,10080010,999,1088640,48384,3528,26880,5040
1446,10080110,1,3240,325,21,267,50
1447,10080110,10,10260,760,67,507,95
1448,10080110,99,116640,5184,378,2880,540
1449,10080110,999,1088640,48384,3528,26880,5040
1450,10080210,1,3240,325,21,267,50
1451,10080210,10,10260,760,67,507,95
1452,10080210,99,116640,5184,378,2880,540
1453,10080210,999,1088640,48384,3528,26880,5040
1454,10080310,1,3240,325,21,267,50
1455,10080310,10,10260,760,67,507,95
1456,10080310,99,116640,5184,378,2880,540
1457,10080310,999,1088640,48384,3528,26880,5040
1458,10140010,1,3240,325,6,267,50
1459,10140010,10,10260,760,19,507,95
1460,10140010,99,116640,5184,108,2880,540
1461,10140010,999,1088640,48384,1008,26880,5040
1462,10140110,1,3240,325,6,267,50
1463,10140110,10,10260,760,19,507,95
1464,10140110,99,116640,5184,108,2880,540
1465,10140110,999,1088640,48384,1008,26880,5040
1466,10140210,1,3240,325,6,267,50
1467,10140210,10,10260,760,19,507,95
1468,10140210,99,116640,5184,108,2880,540
1469,10140210,999,1088640,48384,1008,26880,5040
1470,10140310,1,3240,325,6,267,50
1471,10140310,10,10260,760,19,507,95
1472,10140310,99,116640,5184,108,2880,540
1473,10140310,999,1088640,48384,1008,26880,5040
1474,10140410,1,3240,325,6,267,50
1475,10140410,10,10260,760,19,507,95
1476,10140410,99,116640,5184,108,2880,540
1477,10140410,999,1088640,48384,1008,26880,5040
1478,10230010,1,3240,325,45,267,50
1479,10230010,10,10260,760,143,507,95
1480,10230010,99,116640,5184,810,2880,540
1481,10230010,999,1088640,48384,7560,26880,5040
1482,10230110,1,3240,325,45,267,50
1483,10230110,10,10260,760,143,507,95
1484,10230110,99,116640,5184,810,2880,540
1485,10230110,999,1088640,48384,7560,26880,5040
1486,10510010,1,4050,303,6,267,50
1487,10510010,10,12825,709,19,507,95
1488,10510010,99,145800,4838,108,2880,540
1489,10510010,999,1360800,45158,1008,26880,5040
1490,10550010,1,1620,238,45,267,50
1491,10550010,10,5130,557,143,507,95
1492,10550010,99,58320,3802,810,2880,540
1493,10550010,999,544320,35482,7560,26880,5040
1494,10560110,1,2160,347,45,267,50
1495,10560110,10,6840,811,143,507,95
1496,10560110,99,77760,5530,810,2880,540
1497,10560110,999,725760,51610,7560,26880,5040
1498,15010000,1,67500,350,100,350,500
1499,15010000,35,742500,1694,660,1694,3000
1500,15010100,1,45000,350,100,350,500
1501,15010100,32,350550,1435,533,1435,2700
1502,15010100,42,849150,2213,867,2213,3700
1503,15010100,104,5085000,7119,3164,7119,9900
1504,15010200,1,67500,350,100,350,500
1505,15010200,50,2031075,3098,1298,3098,4500
1506,15010200,110,8032500,7497,3332,7497,10500
1507,15020000,1,45000,350,100,350,500
1508,15020000,10,85500,665,190,665,950
1509,15020000,34,367650,1505,559,1505,2900
1510,15020100,1,45000,350,100,350,500
1511,15020100,32,350550,1435,533,1435,2700
1512,15020100,40,727650,2058,735,2058,3500
1513,15020200,1,45000,350,100,350,500
1514,15020200,67,2257200,4522,1976,4522,6200
1515,15020200,110,5355000,7497,3332,7497,10500
1518,15040000,1,45000,350,100,350,500
1519,15040000,70,2666250,4977,2212,4977,6500
1520,15040000,110,5355000,7497,3332,7497,10500
1521,15040100,1,45000,350,100,350,500
1522,15040100,46,1113750,2695,1100,2695,4100
1523,15040200,1,27000,350,100,350,500
1524,15040200,61,1115100,3920,1680,3920,5600
1525,15040200,74,1680750,5229,2324,5229,6900
1526,15040200,110,3213000,7497,3332,7497,10500
1527,15040201,1,7875,350,100,350,500
1528,15040201,61,325238,3920,1680,3920,5600
1529,15040201,74,490219,5229,2324,5229,6900
1530,15040201,110,803250,7497,3332,7497,10500
1531,15040300,1,19440,252,60,252,500
1532,15040300,3,19440,252,60,252,600
1533,15040300,9,81000,630,180,630,900
1534,15040400,1,45000,350,100,350,500
1535,15040400,9,64800,630,180,630,900
1536,15040400,26,252000,1225,420,1225,2100
1537,15040400,40,727650,2058,735,2058,3500
1538,15040400,110,5355000,7497,3332,7497,10500
1539,15040500,1,45000,350,100,350,500
1540,15040500,39,604800,1848,720,1848,3400
1541,15040501,1,45000,350,100,350,500
1542,15040501,99,45000,350,100,350,9400
1543,15040600,1,45000,350,100,350,500
1544,15040600,48,1154250,2793,1140,2793,4300
1545,15040600,92,4090500,6363,2828,6363,8700
1546,15040600,120,5805000,8127,3612,8127,11500
1547,15040700,1,45000,350,100,350,500
1548,15040700,8,61200,595,170,595,850
1549,15040700,44,977850,2374,1007,2374,3900
1550,15040700,81,3240000,5670,2520,5670,7600
1551,15040700,110,5355000,7497,3332,7497,10500
1552,15040800,1,45000,350,100,350,500
1553,15040800,66,2227500,4463,1950,4463,6100
1554,15040800,108,5265000,7371,3276,7371,10300
1555,15040900,1,45000,350,100,350,500
1556,15040900,15,140400,840,264,840,1200
1557,15040900,23,187200,1120,352,1120,1800
1558,15040900,78,3132000,5481,2436,5481,7300
1559,15040900,120,5805000,8127,3612,8127,11500
1560,15040901,1,45000,350,100,350,500
1561,15040901,99,45000,350,100,350,9400
1562,15041000,1,45000,350,100,350,500
1563,15041000,53,1422900,3255,1364,3255,4800
1564,15041000,88,3710250,6111,2716,6111,8300
1565,15041100,1,45000,350,100,350,500
1566,15041100,30,333450,1365,507,1365,2500
1567,15041100,32,350550,1435,533,1435,2700
1568,15041100,110,5355000,7497,3332,7497,10500
1569,15050000,1,45000,350,100,350,500
1570,15050000,32,350550,1435,533,1435,2700
1571,15050000,64,2818530,4344,1898,4344,5900
1572,15050100,1,45000,350,100,350,500
1573,15050100,7,46080,448,160,448,800
1574,15050100,32,350550,1435,533,1435,2700
1575,15050200,1,45000,350,100,350,500
1576,15050200,63,2138400,4284,1872,4284,5800
1577,15050200,110,5355000,7497,3332,7497,10500
1578,15050300,1,45000,350,100,350,500
1579,15050300,16,146250,875,275,875,1250
1580,15050300,43,912600,2293,936,2293,3800
1581,15050300,73,2767500,5166,2296,5166,6800
1582,15050400,1,45000,350,100,350,500
1583,15050400,54,1445850,3308,1386,3308,4900
1584,15050400,102,4995000,6993,3108,6993,9700
1585,15050400,120,5805000,8127,3612,8127,11500
1586,15050500,1,45000,350,100,350,500
1587,15050500,38,571050,1810,705,1810,3300
1588,15050500,93,4131000,6426,2856,6426,8800
1589,15080000,1,45000,350,100,350,500
1590,15080000,11,90000,700,200,700,1000
1591,15080000,20,169650,1015,319,1015,1500
1592,15080000,31,342000,1400,520,1400,2600
1593,15080100,1,54000,350,100,350,500
1594,15080100,33,430920,1470,546,1470,2800
1595,15080100,106,5175000,7245,3220,7245,10100
1596,15080200,1,45000,350,100,350,500
1597,15080200,52,1119960,3203,1342,3203,4700
1598,15090000,1,29250,319,104,319,650
1599,15090000,4,29250,319,104,319,650
1600,15090000,29,273600,1330,456,1330,2400
1601,15090000,86,3633750,5985,2660,5985,8100
1602,15090000,120,5805000,8127,3612,8127,11500
1603,15090100,1,58500,350,100,350,500
1604,15090100,58,2312505,3752,1608,3752,5300
1605,15090100,110,6961500,7497,3332,7497,10500
1606,15100000,1,67500,350,100,350,500
1607,15100000,14,201825,805,253,805,1150
1608,15100000,19,245700,980,308,980,1400
1609,15100100,1,67500,350,100,350,500
1610,15100100,32,525825,1435,533,1435,2700
1611,15100100,31,513000,1400,520,1400,2600
1612,15100100,89,3748500,6174,2744,6174,8400
1613,15100100,110,8032500,7497,3332,7497,10500
1614,15100200,1,67500,350,100,350,500
1615,15100200,51,2065500,3150,1320,3150,4600
1616,15100200,103,7560000,7056,3136,7056,9800
1617,15110000,1,45000,350,100,350,500
1618,15110000,6,43875,420,150,420,750
1619,15110000,7,72000,560,160,560,800
1620,15110000,71,2700000,5040,2240,5040,6600
1621,15110000,110,5355000,7497,3332,7497,10500
1622,15110100,1,45000,350,100,350,500
1623,15110100,32,350550,1435,533,1435,2700
1624,15110100,47,1134000,2744,1120,2744,4200
1625,15140000,1,45000,350,100,350,500
1626,15140000,17,152100,910,286,910,1300
1627,15140000,87,3672000,6048,2688,6048,8200
1628,15140100,1,45000,350,100,350,500
1629,15140100,45,1093500,2646,1080,2646,4000
1630,15150000,1,45000,350,100,350,500
1631,15150000,21,216000,1050,360,1050,1600
1632,15150000,25,183600,1309,408,1309,2000
1633,15150000,107,5220000,7308,3248,7308,10200
1634,15150100,1,45000,350,100,350,500
1635,15150100,59,1805400,3808,1632,3808,5400
1636,15150100,110,5355000,7497,3332,7497,10500
1641,15170000,1,45000,350,100,350,500
1642,15170000,12,94500,735,210,735,1050
1643,15170000,21,210600,1050,330,1050,1600
1644,15170000,82,3276000,5733,2548,5733,7700
1645,15170100,1,45000,350,100,350,500
1646,15170100,36,506250,1733,675,1733,3100
1647,15170100,110,5355000,7497,3332,7497,10500
1648,15180000,1,45000,350,100,350,500
1649,15180000,37,645840,1771,1035,1771,3200
1650,15180000,79,3168000,5544,2464,5544,7400
1651,15180000,95,3168000,5544,2464,5544,7400
1652,15180000,110,6426000,7497,4998,7497,10500
1653,15180100,1,67500,350,150,350,500
1654,15180100,57,2628450,3696,2376,3696,5200
1655,15200000,1,24750,350,100,350,500
1656,15200000,13,63707,770,242,770,1100
1657,15200000,28,146520,1295,444,1295,2300
1658,15200000,109,2920500,7434,3304,7434,10400
1659,15200100,1,27000,350,100,350,500
1660,15200100,60,1099170,3864,1656,3864,5500
1661,15212000,1,45000,350,100,350,500
1662,15212000,80,3604500,6230,2848,6230,7500
1663,15212000,110,5355000,7497,3332,7497,10500
1664,15212100,1,45000,350,100,350,500
1665,15212100,100,4905000,6867,3052,6867,9500
1666,15212100,110,5355000,7497,3332,7497,10500
1667,15220000,1,45000,350,100,350,500
1668,15220000,75,3213000,5586,2520,5586,7000
1669,15220000,77,3096000,5418,2408,5418,7200
1670,15220000,110,5355000,7497,3332,7497,10500
1671,15220100,1,45000,350,6000,350,500
1672,15220100,73,2767500,5166,137760,2009,7500
1673,15220100,81,3240000,5670,151200,5670,8000
1674,15220100,87,3888000,6048,161280,6048,8500
1675,15220100,96,4725000,6615,176400,6615,9500
1676,15300000,1,45000,350,150,350,500
1677,15300000,32,350550,1435,800,1435,2700
1678,15300000,49,1174500,2842,1740,2842,4400
1679,15300000,96,4252500,6615,2940,6615,9100
1680,15300000,110,5355000,7497,3332,7497,10500
1681,15301000,1,13500,175,30,175,500
1682,15301000,15,140400,840,264,840,1200
1683,15301000,72,2733750,5103,2268,5103,6700
1684,15310000,1,45000,350,100,350,500
1685,15310000,41,787500,2135,800,2135,3600
1686,15311000,1,45000,525,100,350,500
1687,15311000,32,350550,2153,533,1435,2700
1688,15311000,110,5355000,11246,3332,7497,10500
1689,15311000,111,5400000,11340,3360,7560,10600
1706,15420000,1,45000,350,100,350,500
1707,15420000,65,2197800,4403,1924,4403,6000
1708,15420000,101,4950000,6930,3080,6930,9600
1709,15430000,1,17820,231,44,154,500
1710,15430000,2,17820,231,44,154,550
1711,15430000,27,259200,1260,432,1260,2200
1712,15440000,1,45000,350,100,350,500
1713,15440000,2,45000,350,100,350,550
1714,15440000,105,5130000,7182,4788,7182,10000
1715,15450000,1,45000,350,100,350,500
1716,15450000,85,3595500,5922,2632,5922,8000
1717,15450000,110,5355000,7497,3332,7497,10500
1718,15500000,1,67500,350,100,350,500
1719,15500000,25,367200,1190,408,1190,2000
1720,15500000,94,6257250,6489,2884,6489,8900
1721,15500000,110,8032500,7497,3332,7497,10500
1722,15510000,1,67500,350,100,350,500
1723,15510000,22,334800,1085,372,1085,1700
1724,15510000,95,6318000,6552,2912,6552,9000
1725,15510000,110,8032500,7497,3332,7497,10500
1726,15500001,1,67500,350,100,350,500
1727,15500001,45,1640250,2646,1080,2646,4000
1728,15311001,1,45000,525,100,350,500
1729,15311001,85,4018500,10364,3196,6909,8000
1730,15510001,1,67500,350,100,350,500
1731,15510001,70,3999375,4977,2212,4977,6500
1732,15040801,1,45000,350,100,350,500
1733,15040801,5,50400,368,140,368,700
1734,15150400,1,33750,350,100,350,500
1735,15150400,25,183600,1309,408,1309,2000
1736,20408,1,7500,150,50,100,1000
1737,20408,99,7500,150,50,100,1000
1738,15150200,1,2700,325,6,267,5
1739,15150200,10,8550,760,19,507,5
1740,15150200,99,97200,5184,108,2880,5
1741,15150300,1,2700,325,6,267,5
1742,15150300,10,8550,760,19,507,5
1743,15150300,99,97200,5184,108,2880,5
1744,15180200,1,2700,325,6,267,5
1745,15180200,10,8550,760,19,507,5
1746,15180200,99,97200,5184,108,2880,5
1747,10530010,1,4320,282,3,267,50
1748,10530010,10,13680,659,10,507,95
1749,10530010,99,155520,4493,54,2880,540
1750,10530010,999,1451520,41933,504,26880,5040
1751,15540000,1,45000,350,100,350,500
1752,15540000,34,367650,1505,559,1505,2900
1753,15540000,110,5355000,7497,3332,7497,10500
1754,15541000,1,45000,333,100,350,500
1755,15541000,34,367650,1430,559,1505,2900
1756,15541000,110,5355000,7122,3332,7497,10500
1757,15542000,1,45000,245,100,350,500
1758,15542000,34,367650,1054,559,1505,2900
1759,15542000,110,5355000,5248,3332,7497,10500
1760,15540001,1,9000,350,100,350,30
1761,15540001,34,73530,1505,559,1505,129
1762,15540001,110,1071000,7497,3332,7497,129
1763,15541001,1,9000,333,100,350,30
1764,15541001,34,73530,1430,559,1505,129
1765,15541001,110,1071000,7122,3332,7497,129
1766,15542001,1,9000,245,100,350,30
1767,15542001,34,73530,1054,559,1505,129
1768,15542001,110,1071000,5248,3332,7497,129
1769,15550000,1,135000,350,100,350,500
1770,15550000,110,16065000,7497,3332,7497,10500
1771,15560000,1,45000,350,100,350,500
1772,15560000,105,5130000,7182,3192,7182,10000
1773,15590000,1,58500,350,100,350,167
1774,15590000,150,13952250,11130,4452,10017,4834
1775,15580000,1,67500,350,100,350,500
1776,15580000,45,1640250,2646,1080,2646,4000
1777,15580000,1,67500,350,100,350,500
1778,15580000,45,1640250,2646,1080,2646,4000
1779,10570000,1,1080,325,45,400,10
1780,10570000,10,3420,760,143,760,19
1781,10570000,99,38880,5184,810,4320,108
1782,10570000,999,362880,48384,7560,40320,1008
1783,10571000,1,1080,325,45,400,10
1784,10571000,10,3420,760,143,760,19
1785,10571000,99,38880,5184,810,4320,108
1786,10571000,999,362880,48384,7560,40320,1008
1787,10572000,1,1080,325,45,400,10
1788,10572000,10,3420,760,143,760,19
1789,10572000,99,38880,5184,810,4320,108
1790,10572000,999,362880,48384,7560,40320,1008
1791,10570001,1,1080,309,45,400,10
1792,10570001,10,3420,722,143,760,19
1793,10570001,99,38880,4925,810,4320,108
1794,10570001,999,362880,45965,7560,40320,1008
1795,10571001,1,1080,309,45,400,10
1796,10571001,10,3420,722,143,760,19
1797,10571001,99,38880,4925,810,4320,108
1798,10571001,999,362880,45965,7560,40320,1008
1799,10572001,1,1080,309,45,400,10
1800,10572001,10,3420,722,143,760,19
1801,10572001,99,38880,4925,810,4320,108
1802,10572001,999,362880,45965,7560,40320,1008
1803,10570002,1,1080,228,45,400,10
1804,10570002,10,3420,532,143,760,19
1805,10570002,99,38880,3629,810,4320,108
1806,10570002,999,362880,33869,7560,40320,1008
1807,10571002,1,1080,228,45,400,10
1808,10571002,10,3420,532,143,760,19
1809,10571002,99,38880,3629,810,4320,108
1810,10571002,999,362880,33869,7560,40320,1008
1811,10572002,1,1080,228,45,400,10
1812,10572002,10,3420,532,143,760,19
1813,10572002,99,38880,3629,810,4320,108
1814,10572002,999,362880,33869,7560,40320,1008
1815,10580000,1,648,195,6,267,10
1816,10580000,10,2052,456,19,507,19
1817,10580000,99,23328,3110,108,2880,108
1818,10580000,999,217728,29030,1008,26880,1008
1819,15520000,1,45000,350,100,350,500
1820,15520000,100,4905000,6867,3052,6867,9500
1821,15450001,1,32400,433,60,533,10
1822,15450001,10,102600,1013,190,1013,19
1823,15450001,99,1166400,6912,1080,5760,108
1824,15450001,999,10886400,64512,10080,53760,1008
1825,15450002,1,11340,433,60,533,10
1826,15450002,10,35910,1013,190,1013,19
1827,15450002,99,408240,6912,1080,5760,108
1828,15450002,999,3810240,64512,10080,53760,1008
1829,10090520,1,24840,303,60,320,50
1830,10090520,10,78660,709,190,608,95
1831,10090520,99,894240,4838,1080,3456,540
1832,10090520,999,8346240,45158,10080,32256,5040
1833,10260120,1,22680,433,15,267,50
1834,10260120,10,71820,1013,48,507,95
1835,10260120,99,816480,6912,270,2880,540
1836,10260120,999,7620480,64512,2520,26880,5040
1837,10120220,1,15120,260,45,267,50
1838,10120220,10,47880,608,143,507,95
1839,10120220,99,544320,4147,810,2880,540
1840,10120220,999,5080320,38707,7560,26880,5040
1841,10250020,1,18900,368,15,320,50
1842,10250020,10,59850,861,48,608,95
1843,10250020,99,680400,5875,270,3456,540
1844,10250020,999,6350400,54835,2520,32256,5040
1845,10280020,1,9720,217,60,533,50
1846,10280020,10,30780,507,190,1013,95
1847,10280020,99,349920,3456,1080,5760,540
1848,10280020,999,3265920,32256,10080,53760,5040
1849,10150420,1,21060,325,60,267,50
1850,10150420,10,66690,760,190,507,95
1851,10150420,99,758160,5184,1080,2880,540
1852,10150420,999,7076160,48384,10080,26880,5040
1853,15010201,1,67500,350,100,350,167
1854,15010201,20,254475,1015,319,1015,500
1855,15010201,70,3999375,4977,2212,4977,2167
1856,15010201,100,7357500,6867,3052,6867,3167
1857,15020201,1,45000,350,100,350,167
1858,15020201,20,130500,1015,319,1015,500
1859,15020201,70,1422000,4977,2212,4977,2167
1860,15020201,100,3924000,6867,3052,6867,3167
1861,15040001,1,45000,350,100,350,167
1862,15040001,20,169650,1015,319,1015,500
1863,15040001,70,2666250,4977,2212,4977,2167
1864,15040001,100,4905000,6867,3052,6867,3167
1865,15040101,1,45000,350,100,350,167
1866,15040101,20,130500,1015,319,1015,500
1867,15040101,70,1422000,4977,2212,4977,2167
1868,15040101,100,3924000,6867,3052,6867,3167
1869,15040202,1,27000,350,100,350,167
1870,15040202,20,101790,1015,319,1015,500
1871,15040202,70,1599750,4977,2212,4977,2167
1872,15040202,100,2943000,6867,3052,6867,3167
1873,15040701,1,45000,350,100,350,167
1874,15040701,20,130500,1015,319,1015,500
1875,15040701,70,1422000,4977,2212,4977,2167
1876,15040701,100,3924000,6867,3052,6867,3167
1877,15040902,1,45000,350,100,350,167
1878,15040902,20,130500,1015,319,1015,500
1879,15040902,70,1422000,4977,2212,4977,2167
1880,15040902,100,3924000,6867,3052,6867,3167
1881,15041101,1,45000,350,100,350,167
1882,15041101,20,130500,1015,319,1015,500
1883,15041101,70,1422000,4977,2212,4977,2167
1884,15041101,100,3924000,6867,3052,6867,3167
1885,15050001,1,58500,350,100,350,167
1886,15050001,20,169650,1015,319,1015,500
1887,15050001,70,1848600,4977,2212,4977,2167
1888,15050001,100,5101200,6867,3052,6867,3167
1889,15050201,1,45000,350,100,350,167
1890,15050201,20,130500,1015,319,1015,500
1891,15050201,70,1422000,4977,2212,4977,2167
1892,15050201,100,3924000,6867,3052,6867,3167
1893,15080201,1,36000,350,100,350,167
1894,15080201,20,104400,1015,319,1015,500
1895,15080201,70,1137600,4977,2212,4977,2167
1896,15080201,100,3139200,6867,3052,6867,3167
1897,15090101,1,58500,350,100,350,167
1898,15090101,20,169650,1015,319,1015,500
1899,15090101,70,1848600,4977,2212,4977,2167
1900,15090101,100,5101200,6867,3052,6867,3167
1901,15100001,1,67500,350,100,350,167
1902,15100001,20,195750,1015,319,1015,500
1903,15100001,70,2133000,4977,2212,4977,2167
1904,15100001,100,5886000,6867,3052,6867,3167
1905,15100101,1,67500,350,100,350,167
1906,15100101,20,195750,1015,319,1015,500
1907,15100101,70,2133000,4977,2212,4977,2167
1908,15100101,100,5886000,6867,3052,6867,3167
1909,15100201,1,67500,350,100,350,167
1910,15100201,20,195750,1015,319,1015,500
1911,15100201,70,2133000,4977,2212,4977,2167
1912,15100201,100,5886000,6867,3052,6867,3167
1913,15110001,1,45000,350,100,350,167
1914,15110001,20,130500,1015,319,1015,500
1915,15110001,70,1422000,4977,2212,4977,2167
1916,15110001,100,3924000,6867,3052,6867,3167
1917,15110101,1,45000,350,100,350,167
1918,15110101,20,130500,1015,319,1015,500
1919,15110101,70,1422000,4977,2212,4977,2167
1920,15110101,100,3924000,6867,3052,6867,3167
1921,15140101,1,45000,350,100,350,167
1922,15140101,20,130500,1015,319,1015,500
1923,15140101,70,1422000,4977,2212,4977,2167
1924,15140101,100,3924000,6867,3052,6867,3167
1925,15180001,1,54000,350,150,350,167
1926,15180001,20,156600,1015,479,1015,500
1927,15180001,70,1706400,4977,3318,4977,2167
1928,15180001,100,4708800,6867,4578,6867,3167
1929,15200101,1,40500,350,100,350,167
1930,15200101,20,152685,1015,319,1015,500
1931,15200101,70,2399625,4977,2212,4977,2167
1932,15200101,100,4414500,6867,3052,6867,3167
1933,15300001,1,45000,350,150,350,167
1934,15300001,20,130500,1015,479,1015,500
1935,15300001,70,1422000,4977,3318,4977,2167
1936,15300001,100,3924000,6867,4578,6867,3167
1937,15420001,1,45000,350,100,350,167
1938,15420001,20,130500,1015,319,1015,500
1939,15420001,70,1422000,4977,2212,4977,2167
1940,15420001,100,3924000,6867,3052,6867,3167
1941,15450003,1,45000,350,100,350,167
1942,15450003,20,169650,1015,319,1015,500
1943,15450003,70,2666250,4977,2212,4977,2167
1944,15450003,100,4905000,6867,3052,6867,3167
1945,15560001,1,45000,350,100,350,167
1946,15560001,20,130500,1015,319,1015,500
1947,15560001,70,1422000,4977,2212,4977,2167
1948,15560001,100,3924000,6867,3052,6867,3167
1949,15220101,1,45000,350,1020,350,167
1950,15220101,20,169650,1015,2958,1015,500
1951,15220101,70,2666250,4977,8058,4977,2167
1952,15220101,100,4905000,6867,11118,6867,3167
1953,35560000,1,45000,350,100,350,500
1954,35560000,20,130500,1015,319,1015,1500
1955,35560000,70,1422000,4977,2212,4977,6500
1956,35560000,100,3924000,6867,3052,6867,9500
1957,20190100,1,1296,217,30,267,10
1958,20190100,10,4104,507,95,507,19
1959,20190100,99,46656,3456,540,2880,108
1960,20190100,999,435456,32256,5040,26880,1008
1961,20230101,1,2592,217,45,267,10
1962,20230101,10,8208,507,143,507,19
1963,20230101,99,93312,6912,810,5760,108
1964,20230101,999,870912,64512,7560,53760,1008
1965,20070201,1,2160,238,36,267,10
1966,20070201,10,6840,557,114,507,19
1967,20070201,99,77760,7603,648,5760,108
1968,20070201,999,725760,70963,6048,53760,1008
1969,20150001,1,6480,325,60,267,10
1970,20150001,10,20520,760,190,507,19
1971,20150001,99,233280,10368,1080,5760,108
1972,20150001,999,2177280,96768,10080,53760,1008
1973,20060301,1,2592,238,30,267,10
1974,20060301,10,8208,557,95,507,19
1975,20060301,99,93312,7603,540,5760,108
1976,20060301,999,870912,70963,5040,53760,1008
1977,20000301,1,2376,217,36,267,10
1978,20000301,10,7524,507,114,507,19
1979,20000301,99,85536,6912,648,5760,108
1980,20000301,999,798336,64512,6048,53760,1008
1981,20050401,1,2592,238,30,267,10
1982,20050401,10,8208,557,95,507,19
1983,20050401,99,93312,7603,540,5760,108
1984,20050401,999,870912,70963,5040,53760,1008
1985,20140401,1,3024,238,6,293,10
1986,20140401,10,9576,557,19,557,19
1987,20140401,99,108864,7603,108,6336,108
1988,20140401,999,1016064,70963,1008,59136,1008
1989,15501000,1,450000,350,100,350,500
1990,15501000,102,49950000,6993,3108,6993,9700
1991,15501000,108,52650000,7371,3276,7371,10300
1992,15020101,1,45000,350,100,350,167
1993,15020101,20,130500,1015,319,1015,500
1994,15020101,70,1422000,4977,2212,4977,2167
1995,15020101,100,3924000,6867,3052,6867,3167
1996,15301001,1,45000,350,100,350,167
1997,15301001,20,130500,1015,319,1015,500
1998,15301001,70,1422000,4977,2212,4977,2167
1999,15301001,100,3924000,6867,3052,6867,3167
2000,15170101,1,45000,350,100,350,167
2001,15170101,20,130500,1015,319,1015,500
2002,15170101,70,1422000,4977,2212,4977,2167
2003,15170101,100,3924000,6867,3052,6867,3167
2004,15501001,1,180000,350,100,350,167
2005,15501001,20,522000,1015,319,1015,500
2006,15501001,70,5688000,4977,2212,4977,2167
2007,15501001,100,15696000,6867,3052,6867,3167
2008,10190200,1,5400,217,30,267,10
2009,10190200,10,17100,507,95,507,19
2010,10190200,99,194400,3456,540,2880,108
2011,10190200,999,1814400,32256,5040,26880,1008
2012,20120221,1,15120,260,45,267,10
2013,20120221,10,47880,608,143,507,19
2014,20120221,99,544320,8294,810,5760,108
