// ExBonusTableId,ExBonusTableSubId,ExBonusConditionId,ConditionValue1,ConditionValue2,CommonRewardType,CommonRewardId,CommonRewardNum,Strength,Property1PropertyId,Property1Value1,Property1Value2,Property2PropertyId,Property2Value1,Property2Value2,Property3PropertyId,Property3Value1,Property3Value2,Property4PropertyId,Property4Value1,Property4Value2
614,93080,8,0,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
615,93080,6,6,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
616,93085,2,15530000,1,1,108000130,1,0,109900,50,0,1,0,0,2,0,0,2,0,0
617,93085,1,280,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
618,93085,8,0,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
619,93090,1,300,0,1,103000170,1,0,109900,50,0,1,0,0,2,0,0,2,0,0
620,93090,8,0,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
621,93090,10,40,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
622,93095,2,15550000,1,1,107000130,1,0,109900,50,0,1,0,0,2,0,0,2,0,0
623,93095,1,260,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
624,93095,8,0,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
625,93100,1,400,0,1,101000210,1,0,107000,0,0,1,0,0,2,0,0,2,0,0
626,93100,8,0,0,3,220002,1,0,1,0,0,1,0,0,1,0,0,1,0,0
627,93100,6,6,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
628,4111,1,240,1,3,121100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
629,4111,8,0,0,3,130790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
630,4111,6,4,0,3,120740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
631,4112,1,240,0,1,103000470,1,0,1,0,0,1,0,0,2,0,0,2,0,0
632,4112,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
633,4112,3,50,0,3,120740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
634,4113,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
635,4113,8,0,0,3,120241,1,0,1,0,0,1,0,0,1,0,0,1,0,0
636,4113,6,5,0,3,130420,1,0,1,0,0,1,0,0,1,0,0,1,0,0
637,4114,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
638,4114,8,0,0,3,110620,1,0,1,0,0,1,0,0,1,0,0,1,0,0
639,4114,10,40,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
640,4901,1,260,0,3,120310,1,0,1,0,0,1,0,0,1,0,0,1,0,0
641,4901,8,0,0,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
642,4901,6,4,0,3,130090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
643,4902,1,260,0,1,110000160,1,0,1,0,0,1,0,0,2,0,0,2,0,0
644,4902,8,0,0,3,110054,1,0,1,0,0,1,0,0,1,0,0,1,0,0
645,4902,3,50,0,3,110044,1,0,1,0,0,1,0,0,1,0,0,1,0,0
646,4903,1,280,1,3,121020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
647,4903,4,2,0,3,110034,1,0,1,0,0,1,0,0,1,0,0,1,0,0
648,4903,6,5,0,3,110024,1,0,1,0,0,1,0,0,1,0,0,1,0,0
649,4904,1,300,0,3,120261,1,0,1,0,0,1,0,0,1,0,0,1,0,0
650,4904,10,40,0,3,110690,1,0,1,0,0,1,0,0,1,0,0,1,0,0
651,4904,3,50,0,3,110620,1,0,1,0,0,1,0,0,1,0,0,1,0,0
652,4905,1,260,0,3,120390,1,0,1,0,0,1,0,0,1,0,0,1,0,0
653,4905,10,40,0,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
654,4905,3,40,0,3,110150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
655,4906,1,280,0,1,103000240,1,0,1,0,0,1,0,0,2,0,0,2,0,0
656,4906,8,0,0,3,110054,1,0,1,0,0,1,0,0,1,0,0,1,0,0
657,4906,6,6,0,3,110044,1,0,1,0,0,1,0,0,1,0,0,1,0,0
658,4907,1,280,0,3,120570,1,0,1,0,0,1,0,0,1,0,0,1,0,0
659,4907,4,2,0,3,110034,1,0,1,0,0,1,0,0,1,0,0,1,0,0
660,4907,3,40,0,3,110024,1,0,1,0,0,1,0,0,1,0,0,1,0,0
661,4908,1,300,0,3,120241,1,0,1,0,0,1,0,0,1,0,0,1,0,0
662,4908,8,0,0,3,110690,1,0,1,0,0,1,0,0,1,0,0,1,0,0
663,4908,6,7,0,3,130530,1,0,1,0,0,1,0,0,1,0,0,1,0,0
664,4909,1,260,0,3,120710,1,0,1,0,0,1,0,0,1,0,0,1,0,0
665,4909,8,0,0,3,120330,1,0,1,0,0,1,0,0,1,0,0,1,0,0
666,4909,6,4,0,3,110100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
667,4910,1,260,0,1,111000190,1,0,1,0,0,1,0,0,2,0,0,2,0,0
668,4910,8,0,0,3,110054,1,0,1,0,0,1,0,0,1,0,0,1,0,0
669,4910,3,50,0,3,110044,1,0,1,0,0,1,0,0,1,0,0,1,0,0
670,4911,1,280,1,3,120740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
671,4911,4,2,0,3,110034,1,0,1,0,0,1,0,0,1,0,0,1,0,0
672,4911,6,5,0,3,110024,1,0,1,0,0,1,0,0,1,0,0,1,0,0
673,4912,1,300,0,3,120730,1,0,1,0,0,1,0,0,1,0,0,1,0,0
674,4912,10,40,0,3,120300,1,0,1,0,0,1,0,0,1,0,0,1,0,0
675,4912,3,50,0,3,130100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
676,4913,2,15220000,1,2,101000019,1,0,204400,0,0,204900,0,0,2,0,0,2,0,0
677,4913,1,260,0,2,109000004,1,0,210000,50,0,1,0,0,2,0,0,2,0,0
678,4913,6,4,0,3,110170,1,0,1,0,0,1,0,0,1,0,0,1,0,0
679,4914,1,260,0,1,101000290,1,0,1,0,0,1,0,0,2,0,0,2,0,0
680,4914,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
681,4914,3,50,0,3,130130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
682,4915,1,280,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
683,4915,8,0,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
684,4915,6,5,0,3,110160,1,0,1,0,0,1,0,0,1,0,0,1,0,0
685,4916,1,300,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
686,4916,8,0,0,3,130800,1,0,1,0,0,1,0,0,1,0,0,1,0,0
687,4916,10,40,0,3,130100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
688,4917,1,220,1,3,130790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
689,4917,8,0,0,3,130680,1,0,1,0,0,1,0,0,1,0,0,1,0,0
690,4917,6,4,0,3,130090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
691,4918,1,240,0,1,107000170,1,0,1,0,0,1,0,0,2,0,0,2,0,0
692,4918,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
693,4918,3,50,0,3,130110,1,0,1,0,0,1,0,0,1,0,0,1,0,0
694,4919,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
695,4919,8,0,0,3,120251,1,0,1,0,0,1,0,0,1,0,0,1,0,0
696,4919,6,5,0,3,120320,1,0,1,0,0,1,0,0,1,0,0,1,0,0
697,4920,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
698,4920,8,0,0,3,130720,1,0,1,0,0,1,0,0,1,0,0,1,0,0
699,4920,10,40,0,3,120271,1,0,1,0,0,1,0,0,1,0,0,1,0,0
700,4921,1,220,1,3,121100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
701,4921,8,0,0,3,130680,1,0,1,0,0,1,0,0,1,0,0,1,0,0
702,4921,6,4,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
703,4922,1,240,0,1,110000210,1,0,1,0,0,1,0,0,2,0,0,2,0,0
704,4922,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
705,4922,3,50,0,3,130790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
706,4923,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
707,4923,8,0,0,3,130800,1,0,1,0,0,1,0,0,1,0,0,1,0,0
708,4923,6,5,0,3,130720,1,0,1,0,0,1,0,0,1,0,0,1,0,0
709,4924,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
710,4924,8,0,0,3,120710,1,0,1,0,0,1,0,0,1,0,0,1,0,0
711,4924,10,40,0,3,120310,1,0,1,0,0,1,0,0,1,0,0,1,0,0
712,4925,1,240,1,3,120241,1,0,1,0,0,1,0,0,1,0,0,1,0,0
713,4925,8,0,0,3,120251,1,0,1,0,0,1,0,0,1,0,0,1,0,0
714,4925,6,4,0,3,120340,1,0,1,0,0,1,0,0,1,0,0,1,0,0
715,4926,1,240,0,1,105000310,1,0,1,0,0,1,0,0,2,0,0,2,0,0
716,4926,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
717,4926,3,50,0,3,110170,1,0,1,0,0,1,0,0,1,0,0,1,0,0
718,4927,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
719,4927,8,0,0,3,130720,1,0,1,0,0,1,0,0,1,0,0,1,0,0
720,4927,6,5,0,3,110140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
721,4928,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
722,4928,8,0,0,3,130700,1,0,1,0,0,1,0,0,1,0,0,1,0,0
723,4928,10,40,0,3,130170,1,0,1,0,0,1,0,0,1,0,0,1,0,0
724,4929,1,240,1,3,120261,1,0,1,0,0,1,0,0,1,0,0,1,0,0
725,4929,8,0,0,3,130790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
726,4929,6,4,0,3,120310,1,0,1,0,0,1,0,0,1,0,0,1,0,0
727,4930,1,240,0,1,112000180,1,0,1,0,0,1,0,0,2,0,0,2,0,0
728,4930,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
729,4930,3,50,0,3,130090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
730,4931,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
731,4931,8,0,0,3,130660,1,0,1,0,0,1,0,0,1,0,0,1,0,0
732,4931,6,5,0,3,130720,1,0,1,0,0,1,0,0,1,0,0,1,0,0
733,4932,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
734,4932,8,0,0,3,120740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
735,4932,10,40,0,3,130700,1,0,1,0,0,1,0,0,1,0,0,1,0,0
736,4933,1,240,1,3,120730,1,0,1,0,0,1,0,0,1,0,0,1,0,0
737,4933,8,0,0,3,130680,1,0,1,0,0,1,0,0,1,0,0,1,0,0
738,4933,6,4,0,3,120330,1,0,1,0,0,1,0,0,1,0,0,1,0,0
739,4934,1,240,0,1,106000350,1,0,1,0,0,1,0,0,2,0,0,2,0,0
740,4934,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
741,4934,3,50,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
742,4935,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
743,4935,8,0,0,3,130700,1,0,1,0,0,1,0,0,1,0,0,1,0,0
744,4935,6,5,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
745,4936,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
746,4936,8,0,0,3,120710,1,0,1,0,0,1,0,0,1,0,0,1,0,0
747,4936,10,40,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
748,4937,1,240,1,3,120251,1,0,1,0,0,1,0,0,1,0,0,1,0,0
749,4937,8,0,0,3,131130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
750,4937,6,4,0,3,120300,1,0,1,0,0,1,0,0,1,0,0,1,0,0
751,4938,1,240,0,1,105000360,1,0,1,0,0,1,0,0,2,0,0,2,0,0
752,4938,8,0,0,3,130100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
753,4938,3,50,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
754,4939,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
755,4939,8,0,0,3,130540,1,0,1,0,0,1,0,0,1,0,0,1,0,0
756,4939,6,5,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
757,4940,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
758,4940,8,0,0,3,130800,1,0,1,0,0,1,0,0,1,0,0,1,0,0
759,4940,10,40,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
760,4941,1,240,1,3,121100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
761,4941,8,0,0,3,130790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
762,4941,6,4,0,3,120740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
763,4942,1,240,0,1,103000470,1,0,1,0,0,1,0,0,2,0,0,2,0,0
764,4942,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
765,4942,3,50,0,3,120740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
766,4943,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
767,4943,8,0,0,3,120241,1,0,1,0,0,1,0,0,1,0,0,1,0,0
768,4943,6,5,0,3,130420,1,0,1,0,0,1,0,0,1,0,0,1,0,0
769,4944,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
770,4944,8,0,0,3,110620,1,0,1,0,0,1,0,0,1,0,0,1,0,0
771,4944,10,40,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
772,4945,1,240,0,3,220002,1,0,1,0,0,1,0,0,1,0,0,1,0,0
773,4945,8,0,0,3,120551,1,0,1,0,0,1,0,0,1,0,0,1,0,0
774,4945,10,40,0,3,110540,1,0,1,0,0,1,0,0,1,0,0,1,0,0
