// SkillCutinId,SkillId,LevelLimit,SkillName4,SkillName3,Prefab,SubScene,CutInMode,PrefabMulti,SubSceneMulti,CutInModeMulti,SeName,Weapon
163,6026,3,"流連剣","流連剣","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","SEUI_BTL_CUTIN_LV03",6
164,2033,3,"クロス・〇〇〇〇〇トラップ","クロス・〇〇〇〇〇トラップ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
165,8022,3,"アンブッシュ・〇アーム","アンブッシュ・〇アーム","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",8
166,8026,4,"ヴァイオレット・〇〇ホイール","ヴァイオレット・ホイール","Prefabs/UI/Cutin/skill/skill_4_clw_01_tbr","skill_4_clw_01_tbr_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",8
167,4024,3,"ヴェノム・〇〇〇シュート","ヴェノム・〇〇〇シュート","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",4
168,29020,3,"ハイドロ・〇〇〇カノンボール","ハイドロ・〇〇〇カノンボール","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
169,1063,5,"マザーズ・〇〇〇〇ロザリオ","マザーズ・〇〇〇〇ロザリオ","Prefabs/UI/Cutin/skill/skill_5_oha_02_mor","skill_5_oha_02_mor_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
170,2034,5,"サウザンド・〇〇レイン","サウザンド・〇〇レイン","Prefabs/UI/Cutin/skill/skill_5_xxx_01_zzc","skill_5_xxx_01_zzc_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",2
171,14019,5,"散花流転","散花流転","Prefabs/UI/Cutin/skill/skill_5_oha_03_km5","skill_5_oha_03_km5_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix4","wazacutin_skill_3_ForSubscene","un_1line_mojix4","SEUI_BTL_CUTIN_LV05",14
172,30409,3,"オーシャン・〇〇バブルブレス","オーシャン・〇〇バブルブレス","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
173,2035,3,"ブルー・〇〇〇〇バーズ","ブルー・〇〇〇〇バーズ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
174,29024,3,"レイズアップ・〇フィーバー","レイズアップ・〇フィーバー","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
175,2036,5,"サウザンド・〇〇レイン","サウザンド・〇〇レイン","Prefabs/UI/Cutin/skill/skill_5_xxx_01_zzc","skill_5_xxx_01_zzc_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",2
176,4027,5,"ライトニング・〇〇〇リッパー","ライトニング・〇〇リッパー","Prefabs/UI/Cutin/skill/skill_5_dag_01_lir","skill_5_dag_01_lir_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",4
177,8028,5,"デッドリー・〇〇〇〇〇ブロウ","デッドリー・〇〇〇ブロウ","Prefabs/UI/Cutin/skill/skill_5_clw_01_ddb","skill_5_clw_01_ddb_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",8
178,3039,4,"スター・〇〇〇〇スプラッシュ","スター・〇〇〇〇スプラッシュ","Prefabs/UI/Cutin/skill/skill_4_rap_01_ssp","skill_4_rap_01_ssp_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",3
179,3040,5,"フラッシング・〇ペネトレイター","フラッシング・〇ペネトレイター","Prefabs/UI/Cutin/skill/skill_5_rap_01_flb","skill_5_rap_01_flb_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",3
180,14020,4,"クイック・〇〇〇ファイヤー","クイック・〇〇〇ファイヤー","Prefabs/UI/Cutin/skill/skill_4_rif_01_qif","skill_4_rif_01_qif_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",14
181,14021,5,"プローン・〇〇〇ペネトレイト","プローン・〇〇〇〇ペネトレイト","Prefabs/UI/Cutin/skill/skill_5_rif_01_prp","skill_5_rif_01_prp_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",14
182,10022,4,"ヴァリアブル・〇〇〇〇ブロウ","ヴァリアブル・〇〇ブロウ","Prefabs/UI/Cutin/skill/skill_4_mac_01_var","skill_4_mac_01_var_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",10
183,10023,5,"アダマン・〇〇〇〇ブレイカー","アダマン・〇〇〇ブレイカー","Prefabs/UI/Cutin/skill/skill_5_mac_01_adm","skill_5_mac_01_adm_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",10
184,1065,4,"嵐花裂天","嵐花裂天","Prefabs/UI/Cutin/skill/skill_4_oha_04_km4","skill_4_oha_04_km4_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix4","wazacutin_skill_3_ForSubscene","un_1line_mojix4","SEUI_BTL_CUTIN_LV04",1
185,1066,5,"散花流転","散花流転","Prefabs/UI/Cutin/skill/skill_5_oha_03_km5","skill_5_oha_03_km5_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix4","wazacutin_skill_3_ForSubscene","un_1line_mojix4","SEUI_BTL_CUTIN_LV05",1
186,29025,3,"リトル・メリー〇クリスマス","リトル・メリー〇クリスマス","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
187,2037,3,"ヴォーパル・〇〇ストライク","ヴォーパル・〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
188,2038,3,"ヴォーパル・〇〇ストライク","ヴォーパル・〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
189,2039,3,"ヴォーパル・〇〇ストライク","ヴォーパル・〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
190,2040,3,"ヴォーパル・〇〇ストライク","ヴォーパル・〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
191,14022,5,"マザーズ・〇〇〇〇ロザリオ","マザーズ・〇〇〇〇ロザリオ","Prefabs/UI/Cutin/skill/skill_5_oha_02_mor","skill_5_oha_02_mor_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",14
192,30344,3,"バーストエレメント藻ダーク藪","バーストエレメント藻ダーク藪","Prefabs/UI/Cutin/skill/skill_3_2line_moji96","wazacutin_skill_3_ForSubscene","un_2line_moji96","Prefabs/UI/Cutin/skill/skill_3_2line_moji96","wazacutin_skill_3_ForSubscene","un_2line_moji96","SEUI_BTL_CUTIN_LV03",0
193,1067,4,"ハウリング・〇〇〇オクターブ","ハウリング・〇〇〇オクターブ","Prefabs/UI/Cutin/skill/skill_4_oha_01_hoc","skill_4_oha_01_hoc_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",1
194,1068,5,"マザーズ・〇〇〇〇ロザリオ","マザーズ・〇〇〇〇ロザリオ","Prefabs/UI/Cutin/skill/skill_5_oha_02_mor","skill_5_oha_02_mor_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
195,2041,4,"スターバースト・ストリーム","スターバースト・ストリーム","Develop/UI_cutinb/Prefabs/skill/skill_4_nit_01_sbs","skill_4_nit_01_sbs_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",2
196,2042,5,"サウザンド・〇〇レイン","サウザンド・〇〇レイン","Prefabs/UI/Cutin/skill/skill_5_xxx_01_zzc","skill_5_xxx_01_zzc_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",2
197,2043,4,"スターバースト・ストリーム","スターバースト・ストリーム","Develop/UI_cutinb/Prefabs/skill/skill_4_nit_01_sbs","skill_4_nit_01_sbs_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",2
198,2044,5,"サウザンド・〇〇レイン","サウザンド・〇〇レイン","Prefabs/UI/Cutin/skill/skill_5_xxx_01_zzc","skill_5_xxx_01_zzc_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",2
199,4028,4,"アクセル・レイド","アクセル・〇〇〇レイド","Prefabs/UI/Cutin/skill/skill_4_dag_01_acr","skill_4_dag_01_acr_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",4
200,4029,5,"ライトニング・〇〇〇リッパー","ライトニング・〇〇リッパー","Prefabs/UI/Cutin/skill/skill_5_dag_01_lir","skill_5_dag_01_lir_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",4
201,4030,4,"アクセル・レイド","アクセル・〇〇〇レイド","Prefabs/UI/Cutin/skill/skill_4_dag_01_acr","skill_4_dag_01_acr_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",4
202,4031,5,"ライトニング・〇〇〇リッパー","ライトニング・〇〇リッパー","Prefabs/UI/Cutin/skill/skill_5_dag_01_lir","skill_5_dag_01_lir_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",4
203,6027,4,"散華","散華","Prefabs/UI/Cutin/skill/skill_4_kat_01_snk","skill_4_kat_01_snk_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix2","wazacutin_skill_3_ForSubscene","un_1line_mojix2","SEUI_BTL_CUTIN_LV04",6
204,6028,5,"羅生門","羅生門","Prefabs/UI/Cutin/skill/skill_5_kat_01_rsm","skill_5_kat_01_rsm_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","SEUI_BTL_CUTIN_LV05",6
205,6029,4,"月華","月華","Prefabs/UI/Cutin/skill/skill_4_kat_01_snk","skill_4_kat_01_snk_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix2","wazacutin_skill_3_ForSubscene","un_1line_mojix2","SEUI_BTL_CUTIN_LV04",6
206,6030,5,"羅生門","羅生門","Prefabs/UI/Cutin/skill/skill_5_kat_01_rsm","skill_5_kat_01_rsm_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","SEUI_BTL_CUTIN_LV05",6
207,10024,4,"ヴァリアブル・〇〇〇〇ブロウ","ヴァリアブル・〇〇ブロウ","Prefabs/UI/Cutin/skill/skill_4_mac_01_var","skill_4_mac_01_var_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",10
208,10025,5,"アダマン・〇〇〇〇ブレイカー","アダマン・〇〇〇ブレイカー","Prefabs/UI/Cutin/skill/skill_5_mac_01_adm","skill_5_mac_01_adm_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",10
209,2045,5,"ジ・イクリプス","ジ・イクリプス","Prefabs/UI/Cutin/skill/skill_5_nit_01_ecl","skill_5_nit_01_ecl_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",2
210,3041,5,"フラッシング・〇ペネトレイター","フラッシング・〇ペネトレイター","Prefabs/UI/Cutin/skill/skill_5_rap_01_flb","skill_5_rap_01_flb_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",3
211,1069,5,"ノヴァ・〇〇〇〇アセンション","ノヴァ・〇〇〇〇アセンション","Prefabs/UI/Cutin/skill/skill_5_oha_01_nva","skill_5_oha_01_nva_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
212,14023,5,"プローン・〇〇〇ペネトレイト","プローン・〇〇〇〇ペネトレイト","Prefabs/UI/Cutin/skill/skill_5_rif_01_prp","skill_5_rif_01_prp_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",14
213,1070,5,"マザーズ・〇〇〇〇ロザリオ","マザーズ・〇〇〇〇ロザリオ","Prefabs/UI/Cutin/skill/skill_5_oha_02_mor","skill_5_oha_02_mor_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
214,1071,5,"散花流転","散花流転","Prefabs/UI/Cutin/skill/skill_5_oha_03_km5","skill_5_oha_03_km5_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix4","wazacutin_skill_3_ForSubscene","un_1line_mojix4","SEUI_BTL_CUTIN_LV05",1
215,30333,3,"フレイム・〇〇〇〇スネーク","フレイム・〇〇〇〇スネーク","Prefabs/UI/Cutin/skill/skill_3_2line_moji96","wazacutin_skill_3_ForSubscene","un_2line_moji96","Prefabs/UI/Cutin/skill/skill_3_2line_moji96","wazacutin_skill_3_ForSubscene","un_2line_moji96","SEUI_BTL_CUTIN_LV03",0
